repo,kind,nmains,imp,all,app_n,mod_n,main_used,app_tp_imp,app_fp_imp,app_fn_imp,mod_tp_imp,mod_fp_imp,mod_fn_imp,app_tp_all,app_fp_all,app_fn_all,mod_tp_all,mod_fp_all,mod_fn_all
qmuntal__opc,lib_no_realmain,0,0,4,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,4
parsyl__parquet,app_cmd,4,3,10,0,3,cmd/bitpackgen,0,0,3,3,0,0,0,0,10,3,0,7
jonchun__pathtype,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
pdfcpu__pdfcpu,app_cmd,2,12,23,12,13,cmd/pdfcpu,12,0,0,12,1,0,12,0,11,13,0,10
1set__todotxt,lib_no_realmain,0,1,1,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,0
C2FO__vfs,app_other,1,87,277,82,87,vfscp,82,0,5,86,1,1,82,0,195,87,0,190
leekchan__accounting,lib_no_realmain,0,3,4,NA,3,NONE,NA,NA,NA,3,0,0,NA,NA,NA,3,0,1
moov-io__ach,app_cmd,5,31,193,14,32,cmd/achcli,14,0,17,31,1,0,14,0,179,32,0,161
c9s__bbgo,app_cmd,11,129,379,122,142,cmd/bbgo,122,0,7,128,14,1,122,0,257,142,0,237
bojanz__currency,app_run_fail,1,1,2,NA,1,.,NA,NA,NA,1,0,0,NA,NA,NA,1,0,1
naughtygopher__currency,lib_no_realmain,0,0,6,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,6
jokruger__dec128,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
shopspring__decimal,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
aytechnet__decimal,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
govalues__decimal,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
nikolaydubina__fpdecimal,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
nikolaydubina__fpmoney,lib_no_realmain,0,1,1,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,0
alpeb__go-finance,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
pieterclaerhout__go-finance,app_cmd,3,1,7,1,1,cmd/check-iban,1,0,0,1,0,0,1,0,6,1,0,6
rhymond__go-money,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
coinpaprika__coinpaprika-api-go-client,lib_no_realmain,0,1,8,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,7
matm__go-nowpayments,app_cmd,1,6,7,1,5,cmd/np,1,0,5,5,0,1,1,0,6,5,0,2
invopop__gobl,app_run_fail,7,15,64,NA,16,.,NA,NA,NA,15,1,0,NA,NA,NA,16,0,48
cinar__indicator,app_cmd,3,0,0,0,0,cmd/indicator-backtest,0,0,0,0,0,0,0,0,0,0,0,0
formancehq__ledger,app_root,2,202,390,188,208,.,188,0,14,200,8,2,188,0,202,208,0,182
govalues__money,lib_no_realmain,0,1,1,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,0
aclindsa__ofxgo,app_cmd,1,4,11,4,4,cmd/ofx,4,0,0,4,0,0,4,0,7,4,0,7
i25959341__orderbook,lib_no_realmain,0,2,2,NA,2,NONE,NA,NA,NA,2,0,0,NA,NA,NA,2,0,0
jovandeginste__payme,app_root,1,19,0,19,20,.,19,0,0,19,1,0,0,19,0,0,20,0
sdcoffey__techan,lib_no_realmain,0,5,7,NA,5,NONE,NA,NA,NA,5,0,0,NA,NA,NA,5,0,2
achannarasappa__ticker,app_root,1,37,396,37,217,.,37,0,0,37,180,0,37,0,359,217,0,179
quagmt__udecimal,lib_no_realmain,0,0,8,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,8
dannyvankooten__vat,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
cinar__checker,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
leebenson__conform,lib_no_realmain,0,1,16,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,15
go-playground__form,app_other,5,0,1,0,0,_examples/decoder,0,0,0,0,0,0,0,0,1,0,0,1
monoculum__formam,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
bdjimmy__gbind,lib_no_realmain,0,6,35,NA,7,NONE,NA,NA,NA,6,1,0,NA,NA,NA,7,0,28
gorilla__csrf,lib_no_realmain,0,1,0,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,0,1,0
ggicci__httpin,lib_no_realmain,0,11,25,NA,11,NONE,NA,NA,NA,11,0,0,NA,NA,NA,11,0,14
justinas__nosurf,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
sonh__qs,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
tomwright__queryparam,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
slipros__roamer,lib_no_realmain,0,11,17,NA,10,NONE,NA,NA,NA,10,0,1,NA,NA,NA,10,0,7
repeale__fp-go,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
TeaEntityLab__fpGo,lib_no_realmain,0,0,12,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,12
seborama__fuego,app_other,1,3,11,0,3,generate,0,0,3,3,0,0,0,0,11,3,0,8
koss-null__FuncFrog,lib_no_realmain,0,1,18,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,17
enetx__g,lib_no_realmain,0,4,8,NA,4,NONE,NA,NA,NA,4,0,0,NA,NA,NA,4,0,4
BooleanCat__go-functional,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
rbrahul__gofp,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
samber__mo,lib_no_realmain,0,4,16,NA,4,NONE,NA,NA,NA,4,0,0,NA,NA,NA,4,0,12
rjNemo__underscore,lib_no_realmain,0,0,6,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,6
phelmkamp__valor,app_run_fail,2,0,0,NA,0,valorcheck,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
mlange-42__ark,app_run_fail,11,0,0,NA,0,benchmark/aos,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
hajimehoshi__ebiten,app_cmd,16,22,32,4,22,cmd/ebitenmobile,4,0,18,22,0,0,4,0,28,22,0,10
andygeiss__ecs,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
EngoEngine__engo,app_run_fail,34,17,45,NA,24,demos/adventure,NA,NA,NA,17,7,0,NA,NA,NA,24,0,21
s0rg__fantasyname,lib_no_realmain,0,1,4,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,3
g3n__engine,app_other,1,4,7,0,4,gls/glapi2go,0,0,4,4,0,0,0,0,7,4,0,3
veandco__go-sdl2,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
ungerik__go3d,lib_no_realmain,0,1,1,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,0
gogpu__gogpu,lib_no_realmain,0,6,7,NA,7,NONE,NA,NA,NA,6,1,0,NA,NA,NA,7,0,0
gogpu__gg,app_cmd,1,8,14,5,9,cmd/ggdemo,5,0,3,8,1,0,5,0,9,9,0,5
gogpu__ui,lib_no_realmain,0,12,17,NA,12,NONE,NA,NA,NA,11,1,1,NA,NA,NA,12,0,5
gogpu__wgpu,app_run_fail,10,4,5,NA,5,cmd/dx12-test,NA,NA,NA,4,1,0,NA,NA,NA,5,0,0
gogpu__naga,app_cmd,4,0,0,0,0,cmd/dxilval,0,0,0,0,0,0,0,0,0,0,0,0
kjkrol__goke,app_cmd,2,1,7,0,1,internal/cmd/gen/blueprints,0,0,1,1,0,0,0,0,7,1,0,6
s0rg__grid,lib_no_realmain,0,6,12,NA,6,NONE,NA,NA,NA,6,0,0,NA,NA,NA,6,0,6
lonng__nano,lib_no_realmain,0,14,68,NA,14,NONE,NA,NA,NA,14,0,0,NA,NA,NA,14,0,54
oakmound__oak,app_run_fail,1,14,30,NA,20,shiny/driver/internal/x11key,NA,NA,NA,14,6,0,NA,NA,NA,20,0,10
elgopher__pi,app_other,7,10,42,7,15,_examples/audio/lowlevel,7,0,3,10,5,0,7,0,35,15,0,27
topfreegames__pitaya,app_root,1,109,419,78,126,.,78,0,31,109,17,0,78,0,341,126,0,293
gopxl__pixel,lib_no_realmain,0,8,20,NA,8,NONE,NA,NA,NA,8,0,0,NA,NA,NA,8,0,12
gonutz__prototype,app_cmd,2,2,6,0,6,cmd/drawsm,0,0,2,2,4,0,0,0,6,6,0,0
kelindar__tile,lib_no_realmain,0,2,8,NA,2,NONE,NA,NA,NA,2,0,0,NA,NA,NA,2,0,6
reedom__convergen,app_root,2,4,15,4,4,.,4,0,0,4,0,0,4,0,11,4,0,11
switchupcb__copygen,app_root,1,6,16,6,6,.,6,0,0,6,0,0,6,0,10,6,0,10
abice__go-enum,app_root,1,23,49,23,27,.,23,0,0,23,4,0,23,0,26,27,0,22
nikolaydubina__go-enum-encoding,app_root,1,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0
antst__go-apispec,app_cmd,6,4,16,4,4,cmd/apidiag,4,0,0,4,0,0,4,0,12,4,0,12
ahmetalpbalkan__go-linq,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
awalterschulze__goderive,app_root,1,3,0,3,3,.,3,0,0,3,0,0,0,3,0,0,3,0
jmattheis__goverter,app_cmd,1,4,22,4,4,cmd/goverter,4,0,0,4,0,0,4,0,18,4,0,18
hexdigest__gowrap,app_cmd,1,16,77,16,16,cmd/gowrap,16,0,0,16,0,0,16,0,61,16,0,61
rjeczalik__interfaces,app_cmd,2,1,6,1,1,cmd/interfacer,1,0,0,1,0,0,1,0,5,1,0,5
dave__jennifer,app_other,2,0,0,0,0,genjen,0,0,0,0,0,0,0,0,0,0,0,0
deepmap__oapi-codegen,app_cmd,1,16,54,16,16,cmd/oapi-codegen,16,0,0,16,0,0,16,0,38,16,0,38
MUlt1mate__protoc-gen-httpgo,app_root,3,2,10,2,2,.,2,0,0,2,0,0,2,0,8,2,0,8
xiaoxin01__typeregistry,lib_no_realmain,0,0,4,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,4
kpfaulkner__borders,app_other,1,1,2,0,1,opencv-sanity-check,0,0,1,1,0,0,0,0,2,1,0,1
spatial-go__geoos,lib_no_realmain,0,2,6,NA,2,NONE,NA,NA,NA,2,0,0,NA,NA,NA,2,0,4
hishamkaram__geoserver,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
hishamkaram__gismanager,app_cmd,3,92,403,89,97,cmd/gisconvert,89,0,3,92,5,0,89,0,314,97,0,306
airbusgeo__godal,app_other,2,51,318,51,50,cogify,51,0,0,48,2,3,51,0,267,50,0,268
uber__h3-go,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
mmadfox__go-geojson2h3,lib_no_realmain,0,8,10,NA,8,NONE,NA,NA,NA,8,0,0,NA,NA,NA,8,0,2
mmadfox__go-h3geo-dist,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
consbio__mbtileserver,app_root,1,21,35,21,22,.,21,0,0,21,1,0,21,0,14,22,0,13
paulmach__osm,lib_no_realmain,0,5,39,NA,5,NONE,NA,NA,NA,5,0,0,NA,NA,NA,5,0,34
maguro__pbf,app_cmd,1,14,38,14,15,cmd/pbf,14,0,0,14,1,0,14,0,24,15,0,23
pantrif__s2-geojson,app_cmd,2,13,26,13,16,cmd/s2-geojson,13,0,0,13,3,0,13,0,13,16,0,10
golang__geo,lib_no_realmain,0,1,2,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,1
peterstace__simplefeatures,app_other,4,2,3,0,2,internal/benchmarkreport,0,0,2,2,0,0,0,0,3,2,0,1
tidwall__tile38,app_cmd,4,117,314,4,118,cmd/tile38-benchmark,4,0,113,117,1,0,4,0,310,118,0,196
jorelosorio__web-mercator-projection,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
wroge__wgs84,app_other,1,0,0,0,0,generate,0,0,0,0,0,0,0,0,0,0,0,0
yassinebenaid__bunster,app_cmd,1,5,10,5,5,cmd/bunster,5,0,0,5,0,0,5,0,5,5,0,5
Konstantin8105__c4go,app_root,2,4,8,2,4,.,2,0,2,4,0,0,2,0,6,4,0,4
gotranspile__cxgo,app_cmd,2,12,22,12,13,cmd/cxgo,12,0,0,12,1,0,12,0,10,13,0,9
andygeiss__esp32-transpiler,app_root,1,0,9,0,0,.,0,0,0,0,0,0,0,0,9,0,0,9
Konstantin8105__f4go,app_root,1,0,3,0,0,.,0,0,0,0,0,0,0,0,3,0,0,3
gopherjs__gopherjs,app_root,2,13,26,12,14,.,12,0,1,13,1,0,12,0,14,14,0,12
kyuff__anchor,lib_no_realmain,0,1,10,NA,4,NONE,NA,NA,NA,1,3,0,NA,NA,NA,4,0,6
panjf2000__ants,lib_no_realmain,0,1,7,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,6
borderstech__artifex,lib_no_realmain,0,1,5,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,4
yaitoo__async,lib_no_realmain,0,0,6,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,6
reugn__async,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
studiosol__async,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
lab210-dev__async-job,lib_no_realmain,0,0,6,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,6
kamilsk__breaker,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
ddelizia__channelify,lib_no_realmain,0,0,10,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,10
sourcegraph__conc,lib_no_realmain,0,0,13,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,13
vivek-ng__concurrency-limiter,lib_no_realmain,0,0,6,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,6
ITcathyh__conexec,lib_no_realmain,0,1,2,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,1
marusama__cyclicbarrier,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
hexdigest__execpool,lib_no_realmain,0,0,364,NA,136,NONE,NA,NA,NA,0,136,0,NA,NA,NA,136,0,228
carlmjohnson__flowmatic,lib_no_realmain,0,1,1,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,0
nar10z__go-accumulator,app_run_fail,1,2,9,NA,2,_examples,NA,NA,NA,2,0,0,NA,NA,NA,2,0,7
vladopajic__go-actor,lib_no_realmain,0,1,11,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,10
workanator__go-floc,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
subchen__go-trylock,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
pieterclaerhout__go-waitgroup,app_other,1,0,7,0,0,cmd,0,0,0,0,0,0,0,0,7,0,0,7
zenthangplus__go-workerpool,lib_no_realmain,0,1,7,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,6
zenthangplus__goccm,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
loveleshsharma__gohive,lib_no_realmain,0,0,7,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,7
vardius__gollback,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
hamed-yousefi__gowl,lib_no_realmain,0,0,6,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,6
benmanns__goworker,lib_no_realmain,0,4,13,NA,4,NONE,NA,NA,NA,4,0,0,NA,NA,NA,4,0,9
xxjwxc__gowp,app_root,1,12,149,2,12,.,2,0,10,12,0,0,2,0,147,12,0,137
Sherifabdlnaby__gpool,lib_no_realmain,0,1,1,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,0
duanckham__hands,lib_no_realmain,0,0,15,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,15
AaronJan__Hunch,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
dirkaholic__kyoo,lib_no_realmain,0,0,7,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,7
neilotoole__errgroup,lib_no_realmain,0,0,1,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,1
arunsworld__nursery,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
alitto__pond,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
destel__rill,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
timandy__routine,lib_no_realmain,0,0,6,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,6
x-mod__routine,app_other,1,7,34,7,7,quickstart,7,0,0,7,0,0,7,0,27,7,0,27
kamilsk__semaphore,lib_no_realmain,0,0,4,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,4
marusama__semaphore,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
shettyh__threadpool,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
Jeffail__tunny,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
vardius__worker-pool,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
gammazero__workerpool,lib_no_realmain,0,1,1,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,0
AshvinBambhaniya__autopool,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
murlokswarm__app,app_other,2,6,22,6,6,docs/src,6,0,0,6,0,0,6,0,16,6,0,16
AllenDang__cimgui-go,app_run_fail,1,8,30,NA,11,cmd/codegen,NA,NA,NA,8,3,0,NA,NA,NA,11,0,19
cogentcore__core,app_root,15,65,121,27,70,.,27,0,38,65,5,0,27,0,94,70,0,51
progrium__darwinkit,app_other,13,1,1,0,1,macos/_examples/form,0,0,1,1,0,0,0,0,1,1,0,0
energye__energy,app_other,2,5,8,1,7,lcl/wg/wgtest/button,1,0,4,5,2,0,1,0,7,7,0,1
fyne-io__fyne,app_cmd,8,46,87,21,51,cmd/fyne,21,0,25,46,5,0,21,0,66,51,0,36
goradd__html5tag,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
gotk3__gotk3,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
dtylman__gowd,app_cmd,3,1,8,1,1,cmd/sampleapp,1,0,0,1,0,0,1,0,7,1,0,7
roblillack__spot,lib_no_realmain,0,1,3,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,2
richardwilkes__unison,app_cmd,3,16,35,2,21,cmd/enumgen,2,0,14,16,5,0,2,0,33,21,0,14
gopherlibs__appindicator,lib_no_realmain,0,1,1,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,0
gogpu__systray,lib_no_realmain,0,1,3,NA,3,NONE,NA,NA,NA,1,2,0,NA,NA,NA,3,0,0
prashantgupta24__activity-tracker,app_root,1,18,38,0,25,.,0,0,18,18,7,0,0,0,38,25,0,13
prashantgupta24__mac-sleep-notifier,lib_no_realmain,0,0,4,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,4
go-vgo__robotgo,app_cmd,2,15,40,0,24,clipboard/cmd/gocopy,0,0,15,15,9,0,0,0,40,24,0,16
getlantern__systray,app_other,1,9,17,8,13,webview_example,8,0,1,9,4,0,8,0,9,13,0,4
shurcooL__trayhost,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
ncruces__zenity,app_cmd,2,1,15,0,7,cmd/zenity,0,0,1,1,6,0,0,0,15,7,0,8
arduino__arduino-cli,app_root,12,81,448,74,184,.,73,1,8,78,106,3,73,1,375,183,1,265
ziutek__emgo,app_other,1,0,0,0,0,egc,0,0,0,0,0,0,0,0,0,0,0,0
jaypipes__ghw,app_cmd,1,2,14,5,10,cmd/ghwc,2,3,0,2,8,0,5,0,9,10,0,4
hypebeast__go-osc,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
stianeikeland__go-rpio,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
aler9__goroslib,app_cmd,6,22,54,1,23,cmd/action-import,1,0,21,22,1,0,1,0,53,23,0,31
0xcafed00d__joystick,app_other,1,3,3,3,3,joysticktest,3,0,0,3,0,0,3,0,0,3,0,0
dinakars777__moody,app_run_fail,1,3,29,NA,4,.,NA,NA,NA,3,1,0,NA,NA,NA,4,0,25
zcalusic__sysinfo,app_cmd,1,1,1,1,1,cmd/sysinfo,1,0,0,1,0,0,1,0,0,1,0,0
anthonynsimon__bild,app_root,1,3,9,3,4,.,3,0,0,3,1,0,3,0,6,4,0,5
aofei__cameron,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
tdewolff__canvas,app_cmd,14,63,151,28,69,cmd/pdftext,28,0,35,63,6,0,28,0,123,69,0,82
marekm4__color-extractor,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
gojek__darkroom,app_root,1,55,274,55,63,.,55,0,0,54,9,1,55,0,219,63,0,211
disintegration__gift,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
qmuntal__gltf,lib_no_realmain,0,0,1,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,1
ungerik__go-cairo,app_other,1,0,0,0,0,go-cairo-example,0,0,0,0,0,0,0,0,0,0,0,0
bolknote__go-gd,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
yeqown__go-qrcode,app_cmd,4,2,34,16,22,cmd/qrcode,2,14,0,2,20,0,16,0,18,22,0,12
kolesa-team__go-webp,app_other,2,0,6,0,0,_examples/decode,0,0,0,0,0,0,0,0,6,0,0,6
hybridgroup__gocv,app_cmd,35,4,14,3,4,cmd/asciicam,3,0,1,4,0,0,3,0,11,4,0,10
corona10__goimagehash,app_other,1,1,1,1,1,_examples,1,0,0,1,0,0,1,0,0,1,0,0
o1egl__govatar,app_other,1,4,12,4,4,govatar,4,0,0,4,0,0,4,0,8,4,0,8
davidbyttow__govips,app_cmd,1,3,18,0,3,cmd/vipsgen,0,0,3,3,0,0,0,0,18,3,0,15
sensepost__gowitness,app_root,1,89,151,89,92,.,89,0,0,89,3,0,89,0,62,92,0,59
shomali11__gridder,lib_no_realmain,0,3,10,NA,3,NONE,NA,NA,NA,3,0,0,NA,NA,NA,3,0,7
gographics__imagick,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
h2non__imaginary,app_root,1,5,44,5,5,.,5,0,0,5,0,0,5,0,39,5,0,39
disintegration__imaging,lib_no_realmain,0,1,2,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,1
cshum__imagor,app_cmd,1,86,290,86,87,cmd/imagor,86,0,0,86,1,0,86,0,204,87,0,203
aldor007__mort,app_cmd,1,95,326,95,97,cmd/mort,95,0,0,95,2,0,95,0,231,97,0,229
donatj__mpo,app_cmd,2,1,2,1,1,cmd/img2mpo,1,0,0,1,0,0,1,0,1,1,0,1
HugoSmits86__nativewebp,lib_no_realmain,0,1,2,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,1
thoas__picfit,app_cmd,1,81,379,79,92,cmd/picfit,79,0,2,81,11,0,79,0,300,92,0,287
jonoton__scout,app_root,1,56,88,56,57,.,56,0,0,56,1,0,56,0,32,57,0,31
muesli__smartcrop,app_cmd,1,2,12,2,2,cmd/smartcrop,2,0,0,2,0,0,2,0,10,2,0,10
auyer__steganography,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
ajstarks__svgo,app_other,51,3,14,0,3,am,0,0,3,3,0,0,0,0,14,3,0,11
Pixboost__transformimgs,app_other,2,3,3,3,3,cmd,3,0,0,3,0,0,3,0,0,3,0,0
mehdipourfar__webp-server,app_root,1,7,15,7,7,.,7,0,0,7,0,0,7,0,8,7,0,8
connectordb__connectordb,app_other,8,46,246,42,46,backend,42,0,4,42,4,4,42,0,204,46,0,200
lf-edge__ekuiper,app_cmd,22,151,923,82,399,cmd/kuiper,82,0,69,150,249,1,82,0,841,398,1,525
hybridgroup__gobot,app_run_fail,1,25,73,NA,37,platforms/joystick/bin,NA,NA,NA,25,12,0,NA,NA,NA,37,0,36
amimof__huego,lib_no_realmain,0,0,12,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,12
rulego__rulego,app_run_fail,1,18,37,NA,19,server/cmd/server,NA,NA,NA,18,1,0,NA,NA,NA,19,0,18
Edgenesis__shifu,app_cmd,18,126,435,33,119,cmd/deviceshifu/cmdhttp,33,0,93,118,1,8,33,0,402,119,0,316
e154__smart-home,app_run_fail,3,139,750,NA,166,.,NA,NA,NA,139,27,0,NA,NA,NA,166,0,584
deepaksinghvi__cdule,app_root,1,34,123,34,34,.,34,0,0,34,0,0,34,0,89,34,0,89
bart6114__cheek,app_root,1,29,114,29,31,.,29,0,0,29,2,0,29,0,85,31,0,83
onatm__clockwerk,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
krayzpipes__cronticker,lib_no_realmain,0,1,1,NA,1,NONE,NA,NA,NA,1,0,0,NA,NA,NA,1,0,0
netresearch__go-cron,lib_no_realmain,0,0,0,NA,0,NONE,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
